"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2002-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",272,0,"Final"
"2002-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",281,0,"Final"
"2002-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",315,0,"Final"
"2002-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",357,0,"Final"
"2002-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",358,0,"Final"
"2002-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",394,0,"Final"
"2002-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",430,0,"Final"
"2003-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",426,0,"Final"
"2003-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",343,0,"Final"
"2003-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",328,0,"Final"
"2003-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",277,0,"Final"
"2003-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",287,0,"Final"
"2003-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",288,0,"Final"
"2003-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",272,0,"Final"
"2003-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",313,0,"Final"
"2003-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",312,0,"Final"
"2003-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",352,0,"Final"
"2003-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",349,0,"Final"
"2003-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",414,0,"Final"
"2004-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",393,0,"Final"
"2004-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",308,0,"Final"
"2004-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",289,0,"Final"
"2004-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",233,0,"Final"
"2004-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",233,0,"Final"
"2004-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",251,0,"Final"
"2004-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",272,0,"Final"
"2004-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",275,0,"Final"
"2004-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",311,0,"Final"
"2004-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",302,0,"Final"
"2004-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",311,0,"Final"
"2004-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",441,0,"Final"
"2005-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",382,0,"Final"
"2005-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",284,0,"Final"
"2005-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",303,0,"Final"
"2005-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",305,0,"Final"
"2005-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",260,0,"Final"
"2005-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",290,0,"Final"
"2005-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",264,0,"Final"
"2005-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",301,0,"Final"
"2005-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",292,0,"Final"
"2005-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",309,0,"Final"
"2005-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",320,0,"Final"
"2005-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",428,0,"Final"
"2006-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",383,0,"Final"
"2006-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",304,0,"Final"
"2006-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",286,0,"Final"
"2006-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",257,0,"Final"
"2006-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",275,0,"Final"
"2006-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",262,0,"Final"
"2006-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",324,0,"Final"
"2006-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",276,0,"Final"
"2006-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",392,0,"Final"
"2006-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",342,0,"Final"
"2006-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",362,0,"Final"
"2006-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",467,0,"Final"
"2007-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",358,0,"Final"
"2007-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",349,0,"Final"
"2007-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",294,0,"Final"
"2007-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",282,0,"Final"
"2007-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",279,0,"Final"
"2007-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",308,0,"Final"
"2007-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",265,0,"Final"
"2007-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",365,0,"Final"
"2007-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",353,0,"Final"
"2007-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",334,0,"Final"
"2007-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",402,0,"Final"
"2007-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",464,0,"Final"
"2008-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",358,0,"Final"
"2008-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",372,0,"Final"
"2008-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",296,0,"Final"
"2008-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",319,0,"Final"
"2008-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",327,0,"Final"
"2008-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",360,0,"Final"
"2008-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",319,0,"Final"
"2008-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",357,0,"Final"
"2008-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",369,0,"Final"
"2008-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",369,0,"Final"
"2008-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",390,0,"Final"
"2008-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",491,0,"Final"
"2009-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",421,0,"Final"
"2009-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",366,0,"Final"
"2009-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",342,0,"Final"
"2009-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",267,0,"Final"
"2009-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",283,0,"Final"
"2009-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",280,0,"Final"
"2009-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",254,0,"Final"
"2009-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",326,0,"Final"
"2009-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",305,0,"Final"
"2009-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",265,0,"Final"
"2009-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",278,0,"Final"
"2009-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",416,0,"Final"
"2010-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",285,0,"Final"
"2010-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",262,0,"Final"
"2010-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",252,0,"Final"
"2010-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",225,0,"Final"
"2010-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",241,0,"Final"
"2010-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",234,0,"Final"
"2010-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",229,0,"Final"
"2010-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",293,0,"Final"
"2010-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",304,0,"Final"
"2010-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",252,0,"Final"
"2010-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",280,0,"Final"
"2010-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",398,0,"Final"
"2011-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",317,0,"Final"
"2011-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",254,0,"Final"
"2011-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",288,0,"Final"
"2011-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",249,0,"Final"
"2011-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",197,0,"Final"
"2011-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",224,0,"Final"
"2011-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",237,0,"Final"
"2011-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",329,0,"Final"
"2011-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",256,0,"Final"
"2011-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",273,0,"Final"
"2011-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",301,0,"Final"
"2011-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",369,0,"Final"
"2012-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",317,0,"Final"
"2012-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",281,0,"Final"
"2012-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",299,0,"Final"
"2012-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",203,0,"Final"
"2012-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",233,0,"Final"
"2012-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",259,0,"Final"
"2012-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",253,0,"Final"
"2012-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",297,0,"Final"
"2012-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",301,0,"Final"
"2012-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",301,0,"Final"
"2012-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",340,0,"Final"
"2012-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",460,0,"Final"
"2013-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",327,0,"Final"
"2013-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",298,0,"Final"
"2013-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",301,0,"Final"
"2013-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",317,0,"Final"
"2013-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",266,0,"Final"
"2013-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",295,0,"Final"
"2013-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",279,0,"Final"
"2013-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",323,0,"Final"
"2013-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",325,0,"Final"
"2013-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",327,0,"Final"
"2013-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",386,0,"Final"
"2013-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",453,0,"Final"
"2014-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",356,0,"Final"
"2014-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",358,0,"Final"
"2014-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",355,0,"Final"
"2014-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",339,0,"Final"
"2014-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",300,0,"Final"
"2014-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",303,0,"Final"
"2014-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",290,0,"Final"
"2014-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",398,0,"Final"
"2014-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",383,0,"Final"
"2014-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",387,0,"Final"
"2014-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",365,0,"Final"
"2014-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",496,0,"Final"
"2015-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",397,0,"Final"
"2015-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",329,0,"Final"
"2015-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",351,0,"Final"
"2015-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",270,0,"Final"
"2015-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",331,0,"Final"
"2015-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",336,0,"Final"
"2015-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",347,0,"Final"
"2015-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",427,0,"Final"
"2015-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",410,0,"Final"
"2015-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",388,0,"Final"
"2015-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",415,0,"Final"
"2015-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",525,0,"Final"
"2016-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",432,0,"Final"
"2016-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",424,0,"Final"
"2016-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",420,0,"Final"
"2016-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",337,0,"Final"
"2016-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",364,0,"Final"
"2016-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",373,0,"Final"
"2016-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",368,0,"Final"
"2016-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",412,0,"Final"
"2016-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",438,0,"Final"
"2016-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",411,0,"Final"
"2016-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",449,0,"Final"
"2016-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",548,0,"Final"
"2017-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",429,0,"Final"
"2017-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",433,0,"Final"
"2017-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",401,0,"Final"
"2017-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",375,0,"Final"
"2017-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",372,0,"Final"
"2017-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",389,0,"Final"
"2017-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",388,0,"Final"
"2017-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",447,0,"Final"
"2017-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",419,0,"Final"
"2017-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",408,0,"Final"
"2017-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",390,0,"Final"
"2017-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",560,0,"Final"
"2018-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",472,0,"Final"
"2018-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",389,0,"Final"
"2018-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",418,0,"Final"
"2018-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",335,0,"Final"
"2018-05","2020-09","Long-term migrant","Arrivals","Male","0-4 years",336,0,"Final"
"2018-06","2020-09","Long-term migrant","Arrivals","Male","0-4 years",342,0,"Final"
"2018-07","2020-09","Long-term migrant","Arrivals","Male","0-4 years",380,0,"Final"
"2018-08","2020-09","Long-term migrant","Arrivals","Male","0-4 years",446,0,"Final"
"2018-09","2020-09","Long-term migrant","Arrivals","Male","0-4 years",422,0,"Final"
"2018-10","2020-09","Long-term migrant","Arrivals","Male","0-4 years",405,0,"Final"
"2018-11","2020-09","Long-term migrant","Arrivals","Male","0-4 years",393,0,"Final"
"2018-12","2020-09","Long-term migrant","Arrivals","Male","0-4 years",497,0,"Final"
"2019-01","2020-09","Long-term migrant","Arrivals","Male","0-4 years",471,0,"Final"
"2019-02","2020-09","Long-term migrant","Arrivals","Male","0-4 years",390,0,"Final"
"2019-03","2020-09","Long-term migrant","Arrivals","Male","0-4 years",385,0,"Final"
"2019-04","2020-09","Long-term migrant","Arrivals","Male","0-4 years",296,0,"Final"
